Source User,Application,Category,Verdict,AD Group,Bytes
example_domain\michelle.nguyen,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,32132676
example_domain\michelle.nguyen,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1461261
example_domain\michelle.nguyen,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,851639
example_domain\michelle.nguyen,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,691567
example_domain\michelle.nguyen,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,148900
example_domain\michelle.nguyen,stun,infrastructure,The application is blocked by security rule 'blocked-category-low-risk-apps',irrelevant,99221
example_domain\andrew.harris,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,65512582
example_domain\andrew.harris,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,15313608
example_domain\andrew.harris,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,10601420
example_domain\andrew.harris,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,1007096
example_domain\andrew.harris,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,887168
example_domain\andrew.harris,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,173100
example_domain\andrew.harris,service-now-base,management,The application is allowed by security rule 'servicenow-app',irrelevant,152660
example_domain\andrew.harris,youtube-base,photo-video,The application is allowed provided the user is in the AD group 'managed-user',managed-user,145618
example_domain\andrew.harris,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,125501
example_domain\tyrone.collins,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,33589347
example_domain\tyrone.collins,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,27163658
example_domain\tyrone.collins,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,14584588
example_domain\tyrone.collins,zoom-phone,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,6544064
example_domain\tyrone.collins,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,2162886
example_domain\tyrone.collins,ms-delve,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,1637990
example_domain\tyrone.collins,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,1531556
example_domain\tyrone.collins,zoom-base,internet-conferencing,The application is allowed provided the user is in the AD group 'managed-user',managed-user,557539
example_domain\tyrone.collins,linkedin-base,social-networking,The application is allowed provided the user is in the AD group 'managed-user',managed-user,215318
example_domain\tyrone.collins,websocket,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,173876
example_domain\tyrone.collins,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,130127
example_domain\larry.garcia,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,57544735
example_domain\larry.garcia,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,26489411
example_domain\larry.garcia,windows-push-notifications,internet-utility,The application is allowed by security rule 'endpoint-software-updates',irrelevant,771792
example_domain\larry.garcia,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,678224
example_domain\larry.garcia,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,173702
example_domain\larry.garcia,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,132682
example_domain\christopher.gomez,browserstack,software-development,The application is allowed provided the user is in the AD group 'managed-user',managed-user,56302836
example_domain\christopher.gomez,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,27504576
example_domain\christopher.gomez,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,475957
example_domain\christopher.gomez,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,322961
example_domain\christopher.gomez,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,171341
example_domain\christopher.gomez,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,54725
example_domain\christopher.gomez,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,53724
example_domain\charles.martinez,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,50374270
example_domain\charles.martinez,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,15105659
example_domain\charles.martinez,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,12344020
example_domain\charles.martinez,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,5405795
example_domain\thomas.andrews,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,41255501
example_domain\thomas.andrews,web-browsing,internet-utility,The application is allowed by security rule 'break-glass-url',irrelevant,17816925
example_domain\thomas.andrews,google-base,internet-utility,The application is allowed provided the user is in the AD group 'managed-user',managed-user,11022360
example_domain\thomas.andrews,ms-teams,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,6419007
example_domain\thomas.andrews,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,4363770
example_domain\thomas.andrews,microsoft-intune,it-management,The application is allowed by security rule 'endpoint-management-microsoft',irrelevant,364191
example_domain\thomas.andrews,pagerduty,management,"Error during policy testing: Unrecognized application
Error parsing arguments
",unknown,265834
example_domain\thomas.andrews,sharepoint-online,social-business,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,209875
example_domain\thomas.andrews,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,101132
example_domain\thomas.andrews,ms-office365-base,office-programs,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,52177
example_domain\thomas.andrews,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,50914
example_domain\monica.kirk,outlook-web-online,email,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,26734255
example_domain\monica.kirk,ssl,encrypted-tunnel,The application is allowed by security rule 'break-glass-url',irrelevant,25608696
example_domain\monica.kirk,ms-onedrive-business,file-sharing,The application is allowed by security rule 'm365-apps-non-edl',irrelevant,25083905
example_domain\monica.kirk,azure-log-analytics,general-business,The application is allowed provided the user is in the AD group 'managed-user',managed-user,301531
example_domain\monica.kirk,ms-update,software-update,The application is allowed by security rule 'endpoint-software-updates',irrelevant,245337
